Años,Anos_usando_internet_banking,Anos_usando_banca_movil,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes,gen_1,gen_2,gen_3,est_1,est_2,est_3,trab_1,trab_2,trab_3,trab_4,trab_5,trab_6,trab_7,trab_8,trab_9,trab_10,sect_1,sect_2,sect_3,sect_4,sect_5,tel_1,tel_2,tel_3,tel_4,tel_5,tel_6,tel_7,tel_8,tel_9,tel_10,userf_1,userf_2,TARGET
35.0,5.0,3.0,7.0,0.0,31.0,31.0,4.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
35.0,5.0,6.0,7.0,50.0,1.0,15.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
30.0,5.0,6.0,7.0,7.0,1.0,30.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
30.0,10.0,3.0,31.0,50.0,0.0,0.0,31.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Perfil_1
30.0,5.0,3.0,31.0,1.0,0.0,0.0,15.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
30.0,5.0,6.0,31.0,50.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
40.0,5.0,3.0,0.0,1.0,1.0,31.0,30.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_2
35.0,5.0,0.0,30.0,1.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
30.0,5.0,3.0,7.0,30.0,1.0,15.0,7.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
40.0,5.0,6.0,31.0,7.0,1.0,1.0,15.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_3
30.0,5.0,5.0,30.0,7.0,15.0,0.0,7.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_3
24.0,5.0,3.0,31.0,7.0,0.0,0.0,7.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_5
40.0,5.0,6.0,30.0,1.0,0.0,0.0,15.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
40.0,10.0,6.0,7.0,31.0,7.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Perfil_3
50.0,15.0,3.0,7.0,31.0,0.0,0.0,7.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
35.0,10.0,7.0,31.0,0.0,0.0,15.0,31.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
34.0,5.0,7.0,1.0,1.0,1.0,0.0,30.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
40.0,5.0,6.0,7.0,31.0,1.0,0.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_5
24.0,5.0,6.0,7.0,50.0,1.0,15.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Perfil_2
50.0,5.0,3.0,4.0,31.0,1.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
45.0,0.0,3.0,31.0,7.0,15.0,0.0,31.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_5
35.0,10.0,3.0,30.0,30.0,1.0,0.0,31.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_1
24.0,5.0,0.0,31.0,7.0,15.0,0.0,30.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_2
40.0,5.0,6.0,31.0,7.0,0.0,0.0,15.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_3
24.0,5.0,3.0,1.0,50.0,15.0,0.0,31.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
30.0,5.0,3.0,7.0,0.0,1.0,2.0,15.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
35.0,15.0,6.0,31.0,31.0,1.0,0.0,4.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
34.0,0.0,3.0,7.0,31.0,1.0,0.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_5
30.0,5.0,3.0,31.0,50.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
50.0,5.0,3.0,1.0,7.0,1.0,0.0,15.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Perfil_4
30.0,5.0,3.0,31.0,31.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_3
24.0,5.0,3.0,31.0,31.0,31.0,0.0,31.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_0
30.0,10.0,3.0,31.0,0.0,15.0,0.0,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Perfil_3
24.0,10.0,7.0,7.0,30.0,0.0,0.0,4.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Perfil_5
30.0,5.0,3.0,31.0,1.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Perfil_4
24.0,5.0,0.0,0.0,30.0,1.0,0.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Perfil_4
40.0,5.0,3.0,4.0,7.0,1.0,0.0,7.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
30.0,5.0,5.0,0.0,30.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
24.0,5.0,3.0,50.0,30.0,1.0,15.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_1
40.0,10.0,3.0,7.0,7.0,1.0,0.0,15.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
50.0,5.0,0.0,4.0,7.0,0.0,0.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_4
30.0,10.0,3.0,1.0,31.0,0.0,15.0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_3
45.0,5.0,3.0,31.0,7.0,15.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Perfil_3
30.0,5.0,3.0,1.0,50.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Perfil_3
35.0,5.0,3.0,1.0,7.0,1.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
45.0,5.0,6.0,7.0,31.0,15.0,0.0,31.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Perfil_2
24.0,5.0,4.0,1.0,7.0,1.0,1.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Perfil_4
30.0,10.0,3.0,7.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_4
40.0,10.0,7.0,1.0,0.0,1.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
30.0,5.0,3.0,7.0,4.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_5
35.0,10.0,7.0,31.0,7.0,1.0,0.0,15.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
45.0,5.0,3.0,30.0,31.0,0.0,0.0,31.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_1
30.0,10.0,6.0,0.0,0.0,1.0,15.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
50.0,5.0,6.0,1.0,7.0,0.0,0.0,7.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
30.0,10.0,3.0,7.0,7.0,15.0,15.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Perfil_5
35.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_4
40.0,0.0,4.0,31.0,30.0,1.0,0.0,15.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
30.0,0.0,3.0,0.0,7.0,1.0,2.0,31.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
35.0,10.0,3.0,7.0,31.0,1.0,0.0,35.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
24.0,5.0,0.0,31.0,4.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Perfil_4
45.0,5.0,3.0,50.0,1.0,1.0,0.0,31.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Perfil_2
30.0,5.0,6.0,0.0,7.0,0.0,0.0,31.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_4
30.0,5.0,3.0,7.0,7.0,1.0,0.0,15.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
35.0,5.0,6.0,30.0,31.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Perfil_3
24.0,5.0,3.0,7.0,0.0,0.0,1.0,15.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
40.0,5.0,3.0,0.0,30.0,31.0,0.0,31.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Perfil_1
35.0,6.0,6.0,7.0,31.0,1.0,0.0,31.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Perfil_5
30.0,0.0,3.0,31.0,50.0,1.0,15.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_1
35.0,10.0,3.0,31.0,31.0,31.0,0.0,7.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_1
30.0,15.0,3.0,1.0,7.0,7.0,0.0,31.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Perfil_3
50.0,0.0,3.0,1.0,30.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_4
45.0,10.0,7.0,50.0,7.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
30.0,5.0,3.0,7.0,50.0,1.0,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_3
35.0,5.0,3.0,50.0,31.0,0.0,2.0,31.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_1
40.0,5.0,3.0,31.0,50.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Perfil_2
24.0,5.0,3.0,50.0,0.0,1.0,0.0,15.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Perfil_3
30.0,0.0,3.0,7.0,31.0,15.0,15.0,15.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
50.0,10.0,3.0,31.0,7.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
24.0,5.0,4.0,31.0,0.0,31.0,0.0,31.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_1
35.0,5.0,0.0,4.0,1.0,31.0,0.0,4.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Perfil_4
40.0,10.0,3.0,31.0,0.0,15.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
34.0,10.0,3.0,1.0,7.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
50.0,5.0,3.0,7.0,50.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
35.0,5.0,5.0,30.0,30.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
30.0,5.0,7.0,7.0,0.0,0.0,0.0,15.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_4
24.0,10.0,0.0,1.0,7.0,1.0,0.0,31.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Perfil_3
30.0,10.0,4.0,1.0,7.0,1.0,15.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
35.0,5.0,3.0,7.0,7.0,31.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
45.0,0.0,3.0,7.0,0.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Perfil_5
30.0,5.0,3.0,0.0,31.0,0.0,0.0,31.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Perfil_3
35.0,10.0,0.0,1.0,31.0,1.0,15.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
40.0,5.0,3.0,1.0,31.0,0.0,0.0,4.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
35.0,10.0,6.0,7.0,7.0,15.0,1.0,31.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_5
34.0,10.0,0.0,7.0,4.0,31.0,4.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_5
45.0,0.0,3.0,7.0,7.0,31.0,0.0,15.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Perfil_5
30.0,5.0,3.0,31.0,7.0,15.0,1.0,7.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
45.0,5.0,3.0,0.0,50.0,1.0,0.0,15.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
30.0,10.0,4.0,7.0,7.0,31.0,0.0,31.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
30.0,0.0,3.0,31.0,50.0,15.0,0.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
50.0,5.0,7.0,31.0,50.0,1.0,15.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Perfil_1
45.0,10.0,5.0,0.0,31.0,0.0,1.0,30.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
24.0,10.0,7.0,0.0,7.0,1.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_4
40.0,10.0,3.0,4.0,50.0,31.0,0.0,7.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Perfil_1
30.0,0.0,3.0,1.0,7.0,1.0,15.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Perfil_4
35.0,5.0,3.0,31.0,30.0,7.0,1.0,15.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_2
35.0,0.0,3.0,31.0,7.0,0.0,15.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Perfil_3
35.0,5.0,3.0,0.0,7.0,31.0,0.0,7.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_3
40.0,5.0,3.0,50.0,7.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Perfil_5
50.0,5.0,3.0,0.0,50.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_3
35.0,10.0,7.0,4.0,7.0,0.0,0.0,30.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_3
40.0,0.0,4.0,1.0,30.0,0.0,2.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
24.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
30.0,5.0,6.0,7.0,50.0,1.0,0.0,35.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
30.0,5.0,6.0,1.0,30.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_4
30.0,5.0,3.0,30.0,50.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Perfil_2
50.0,5.0,7.0,31.0,0.0,15.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Perfil_3
30.0,5.0,4.0,30.0,7.0,1.0,2.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Perfil_4
24.0,10.0,7.0,31.0,4.0,1.0,15.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Perfil_3
50.0,10.0,6.0,31.0,4.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Perfil_3
35.0,5.0,3.0,50.0,50.0,15.0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_1
50.0,5.0,3.0,30.0,4.0,1.0,1.0,31.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Perfil_3
30.0,5.0,3.0,0.0,50.0,0.0,0.0,31.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Perfil_2
24.0,5.0,3.0,50.0,50.0,1.0,0.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_1
50.0,5.0,4.0,7.0,4.0,1.0,1.0,31.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Perfil_5
35.0,0.0,4.0,50.0,0.0,31.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Perfil_2
40.0,10.0,4.0,7.0,31.0,1.0,0.0,15.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Perfil_3
30.0,5.0,3.0,7.0,7.0,31.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
30.0,10.0,0.0,4.0,0.0,1.0,0.0,31.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Perfil_4
24.0,5.0,3.0,50.0,31.0,15.0,0.0,30.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Perfil_1
35.0,10.0,6.0,7.0,31.0,31.0,0.0,4.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Perfil_5
